,NP_Synthesis,shape,method,Bacteria,NP size_min (nm),NP size_max (nm),MDR,MIC_NP (μg/ml),time (hr),Superkingdom,Phylum,Class,Order,Family,Genus,Species,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C ",biosafety_level,pred_MIC_norm,pathogenic_bacteria,pred_MIC_pathogen,Fitness,pred_norm_MIC_original,pred_path_MIC_original
0,Green synthesis using Candida glabrata,flat,MFC,Bacillus subtilis,7.0,111.2,1.0,75.0,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Veillonella dispar,non-pathogenic,p,6.0,24.0,80.0,33.5,3,0.9316543838223513,Escherichia coli,0.6076739571343076,0.3239804266880437,8.543865123721044,4.052042176319399
1,Green synthesis using fungal filtrate,rectangular,MBC,Bacillus subtilis,8.0,347.2,1.0,0.84,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Pseudomonas aeruginosa,non-pathogenic,p,6.0,7.0,80.0,33.5,2,0.8436408398351212,Escherichia coli,0.5258752513971944,0.3177655884379268,6.976552067873282,3.356411893853753
2,Green synthesis using Kalmia angustifolia,spherical,MBC,Bacillus subtilis,9.87,118.4,1.0,12.0,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Penicillium italicum,non-pathogenic,p,6.0,12.0,72.0,33.5,2,1.189985110682601,Escherichia coli,0.9066870157923478,0.28329809489025315,15.48763520317197,8.0665348751901
3,Green synthesis using Origanum ehrenbergii,hexagonal,MIC,Bacillus subtilis,9.26,60.0,1.0,5.1,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Priestia megaterium,non-pathogenic,p,6.0,18.0,8.0,33.5,2,0.9167237788315958,Escherichia coli,0.6436617412274841,0.27306203760411174,8.255127376942886,4.402118623070218
4,Green synthesis using Phyllanthus emblica,flat,MIC,Bacillus subtilis,5.7,347.2,1.0,3.12,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Aspergillus penicillioides,non-pathogenic,p,6.0,168.0,84.0,33.5,3,0.9177715890553885,Escherichia coli,0.6479729235118046,0.2697986655435839,8.275068339115382,4.44603547388653
5,Green synthesis using Pisum sativum L.,spherical_pseudo,MBC,Bacillus subtilis,130.54,118.4,1.0,31.0,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Salmonella enterica,non-pathogenic,p,6.0,36.0,80.0,33.5,2,0.9885834579501396,Escherichia coli,0.7198430217368753,0.26874043621326427,9.74054950541225,5.246177998238675
6,Green synthesis using diatoms biomass,hexagonal,MBC,Bacillus subtilis,12.0,181.8,1.0,0.25,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Salmonella enterica subsp. enterica serovar Typhimurium,non-pathogenic,p,6.0,7.0,12.0,33.5,1,1.066848192377264,Escherichia coli,0.7995996391706554,0.26724855320660856,11.66401830070473,6.3037595508754105
7,Green synthesis using  Bacillus megaterium,hexagonal,MBC,Bacillus subtilis,6.0,60.0,1.0,27.0,30.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Lactobacillus acidophilus,non-pathogenic,p,6.0,3.0,6.0,33.5,2,0.8271377826185898,Escherichia coli,0.5642884362875095,0.26284934633108037,6.716419016885789,3.666810246663448
8,Green synthesis using Medicago sativa,spherical,MBC,Bacillus subtilis,9.26,93.2,1.0,2.5,30.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Serratia marcescens,non-pathogenic,p,6.0,18.0,4.0,33.5,1,1.0036739995658683,Escherichia coli,0.74177544709936,0.2618985524665083,10.084955809844564,5.517920602316904
9,Green synthesis using Onion,spherical,MIC,Bacillus subtilis,16.4,347.2,1.0,5.6,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Stenotrophomonas maltophilia,non-pathogenic,p,6.0,8.0,12.0,33.5,1,0.9942393477938202,Escherichia coli,0.733042716874254,0.26119663091956613,9.868231924715111,5.4080751374452465
10,Green synthesis using Agrimonia eupatoria,cubic,MFC,Bacillus subtilis,8.0,100.0,1.0,0.2,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Citrobacter freundii,non-pathogenic,p,6.0,6.0,4.0,33.5,2,0.9544462413898945,Escherichia coli,0.6940018013680413,0.2604444400218532,9.004222981815513,4.943127372945363
11,Green synthesis using Pelargonium sidoides,flat,MFC,Bacillus subtilis,42.9,176.83,1.0,10.563,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Pseudomonas paraeruginosa,non-pathogenic,p,6.0,6.0,24.0,33.5,2,0.9141388961055809,Escherichia coli,0.6557888262909102,0.2583500698146707,8.206139512038137,4.526774140547165
12,Green synthesis using Agrimonia eupatoria L.,oval,MIC,Bacillus subtilis,7.0,70.0,1.0,256.0,30.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Salmonella enterica subsp. enterica serovar Gallinarum,non-pathogenic,p,6.0,12.0,12.0,33.5,3,0.8117070411660139,Escherichia coli,0.5537865924460269,0.257920448719987,6.481970365321861,3.57920515660176
13,Green synthesis using Citrus unshiu fruit peel,flat,MFC,Bacillus subtilis,13.9,347.2,1.0,0.85,2.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Pseudomonas aeruginosa,non-pathogenic,p,6.0,60.0,120.0,33.5,2,0.9858743853732648,Escherichia coli,0.7355200404924337,0.2503543448808311,9.679978336539119,5.439012294304644
14,Green synthesis using Desmodium triquetrum,spherical_quasi,MBC,Bacillus subtilis,26.5,245.1,1.0,5.3,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Aspergillus flavus,non-pathogenic,p,6.0,10.0,80.0,33.5,1,0.9555559493680101,Escherichia coli,0.7088071464323089,0.24674880293570123,9.027259965280024,5.114546676509435
15,Green synthesis using paper wasp nest,hexagonal,MIC,Bacillus subtilis,9.26,90.0,1.0,156.25,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Enterococcus hirae,non-pathogenic,p,6.0,9.0,120.0,33.5,2,0.9127228414323547,Escherichia coli,0.667051799101189,0.24567104233116577,8.17942625940156,4.645706821176857
16,Green synthesis using Syzygium cumini seeds,cubic,MFC,Bacillus subtilis,15.6,70.6,1.0,0.225,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Proteus mirabilis,non-pathogenic,p,6.0,4.0,80.0,33.5,3,0.9891053175131244,Escherichia coli,0.7439751835471806,0.24513013396594374,9.75226103847524,5.545940214440363
17,Chemical synthesis sodium citrate and sodium borohydride,spherical_pseudo,MIC,Bacillus subtilis,6.1,195.1,1.0,2.82,2.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Fusarium solani,non-pathogenic,p,6.0,9.0,120.0,33.5,3,0.37721955139001256,Escherichia coli,0.13214740663824354,0.24507214475176903,2.383524121508641,1.3556494638349637
18,Green synthesis using Spondias pinnata bark,spherical_pseudo,MBC,Bacillus subtilis,50.0,93.2,1.0,7.81,2.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Streptococcus oralis,non-pathogenic,p,6.0,4.0,5.0,33.5,2,0.8995011138215334,Escherichia coli,0.6567045508699282,0.24279656295160523,7.93416291624571,4.536329066570783
19,Green synthesis using Pepper,spherical_pseudo,MFC,Bacillus subtilis,16.78,5.7,1.0,158.0,48.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Stenotrophomonas maltophilia,non-pathogenic,p,6.0,96.0,8.0,33.5,3,-0.1103189167826447,Escherichia coli,-0.3527565670447163,0.2424376502620716,0.775677301974268,0.4438573674096257
20,Chemical synthesis using halloysite nanotubes,spindle,MBC,Bacillus subtilis,7.0,298.9,1.0,0.225,2.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Streptococcus gordonii,non-pathogenic,p,6.0,9.0,168.0,33.5,2,0.361435083854867,Escherichia coli,0.12006737063562402,0.241367713219243,2.2984501228730987,1.3184612511325189
21,Green synthesis using fig,oval,MFC,Bacillus subtilis,48.0,195.1,1.0,0.25,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Aspergillus penicillioides,non-pathogenic,p,6.0,36.0,80.0,33.5,2,0.9495678560052243,Escherichia coli,0.7116606227611665,0.23790723324405783,8.903645414615996,5.148261790213374
22,Green synthesis using Solanum tuberosum,oval,MIC,Bacillus subtilis,17.5,347.2,1.0,5.65,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Streptococcus oralis,non-pathogenic,p,6.0,24.0,120.0,33.5,1,0.9548033486372985,Escherichia coli,0.7244960558785725,0.23030729275872608,9.011629927502911,5.302687768785445
23,Green synthesis using Pelargonium sidoides,tubular,MFC,Bacillus subtilis,9.7,153.3,1.0,1.68,30.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Salmonella enterica subsp. enterica serovar Typhimurium,non-pathogenic,p,6.0,9.0,24.0,33.5,1,1.167159899989064,Escherichia coli,0.9397167187607802,0.22744318122828378,14.694672113893237,8.703956638018276
24,Green synthesis using Aloe maculata,ellipsoidal,MFC,Bacillus subtilis,7.0,350.0,1.0,3.12,12.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Listeria monocytogenes,non-pathogenic,p,6.0,2.0,4.0,33.5,3,0.9145513131308998,Escherichia coli,0.687401131496083,0.22715018163481682,8.21393597096116,4.868566780959016
25,Green synthesis using Candida glabrata,spindle,MIC,Bacillus subtilis,7.7,118.4,1.0,22.5,18.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,non-pathogenic,p,6.0,12.0,72.0,33.5,1,0.9178092458623511,Escherichia coli,0.6908175781890992,0.22699166767325196,8.275785884868505,4.907017176535563
26,Green synthesis using Arthrospira platensis,spherical,MIC,Bacillus subtilis,10.0,50.0,1.0,155.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Escherichia coli,non-pathogenic,p,6.0,12.0,72.0,33.5,2,1.4023732423734758,Escherichia coli,1.2069729701284644,0.19540027224501144,25.25650440390732,16.105453940017068
27,Green synthesis using Potato,tubular,MBC,Bacillus subtilis,9.42,40.0,1.0,3.1,48.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Campylobacter jejuni,non-pathogenic,p,6.0,8.0,168.0,33.5,3,0.9984211344109153,Escherichia coli,0.805687058865186,0.1927340755457293,9.963711279595458,6.392740254980038
28,Green synthesis using Areca catechu L. nut,tubular,MIC,Bacillus subtilis,18.65,350.0,1.0,7.5,2.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Aspergillus fumigatus,non-pathogenic,p,6.0,168.0,8.0,33.5,1,0.8850527080923091,Escherichia coli,0.6940441402523772,0.19100856783993192,7.674546257390282,4.943609296406763
29,Green synthesis using Arthrospira platensis,flat,MIC,Bacillus subtilis,60.0,77.01,1.0,64.1,48.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Candida albicans,non-pathogenic,p,6.0,5.0,24.0,33.5,1,1.004706878827493,Escherichia coli,0.814850487541622,0.18985639128587106,10.10896932777202,6.529057412542355
30,Green synthesis using Serai kayu,flat,MIC,Bacillus subtilis,12.7,347.2,0.0,120.0,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Nakaseomyces glabratus,non-pathogenic,p,6.0,12.0,12.0,33.5,2,0.253423244092955,Escherichia coli,0.07086112649868795,0.18256211759426708,1.7923517494866137,1.1772294729499904
31,Green synthesis using Jatropha integerrima,flat,MFC,Bacillus subtilis,20.0,350.0,0.0,120.0,2.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Candida dubliniensis,non-pathogenic,p,6.0,36.0,4.0,33.5,2,0.0023964985214232136,Escherichia coli,-0.1706827448710498,0.17307924339247302,1.0055333947582556,0.675020955118565
32,Green synthesis using fig,spherical_pseudo,MIC,Bacillus subtilis,23.0,14.37,1.0,0.687,12.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Proteus vulgaris,non-pathogenic,p,6.0,48.0,120.0,33.5,3,-0.24368690878932886,Escherichia coli,-0.39586868197226466,0.1521817731829358,0.5705754628255725,0.4019123190806822
33,Green synthesis using Spirulina subsalsa,ellipsoidal,MFC,Bacillus subtilis,9.42,11.0,0.0,160.0,48.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Streptococcus mitis,non-pathogenic,p,6.0,24.0,48.0,33.5,3,-0.12796978002765833,Escherichia coli,-0.2779964905703656,0.15002671054270725,0.7447837971817411,0.5272341218582018
34,Chemical synthesis using sodium borohydride,square,MFC,Bacillus subtilis,14.36,31.18,1.0,32.5,2.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Erwinia amylovora,non-pathogenic,p,6.0,2.0,8.0,33.5,3,-0.0578633256352597,Escherichia coli,-0.19598954285050385,0.13812621721524415,0.8752591797651499,0.6368108541585299
35,Green synthesis using Pepper,spindle,MIC,Bacillus subtilis,15.73,7.6,1.0,5.3,2.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Streptococcus oralis,non-pathogenic,p,6.0,9.0,18.0,33.5,1,-0.24965709312139517,Escherichia coli,-0.3805982010958262,0.13094110797443104,0.5627855096400705,0.41629557913295384
36,Eco-benign synthesis using Quercus coccifera L.,rectangular,MBC,Bacillus subtilis,18.65,46.32,1.0,7.7,48.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Fusarium solani,non-pathogenic,p,6.0,18.0,8.0,33.5,3,0.0002518977688007462,Escherichia coli,-0.11898548344776204,0.11923738121656278,1.0005801842892328,0.7603516917244896
37,Green synthesis using Jatropha integerrima,flat,MFC,Bacillus subtilis,36.25,46.48,1.0,0.08,48.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Saccharomyces cerevisiae,non-pathogenic,p,6.0,5.0,5.0,33.5,2,0.9004539581307063,Escherichia coli,0.7891263985655457,0.1113275595651606,7.951589620314306,6.153559419681887
38,Green synthesis using Acacia nilotica,spherical_pseudo,MBC,Bacillus subtilis,20.8,39.65,1.0,15.1,12.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Legionella pneumophila,non-pathogenic,p,6.0,9.0,12.0,33.5,3,0.7958100244844574,Escherichia coli,0.6943192816618465,0.10149074282261084,6.248992802944567,4.946742245690963
39,Green synthesis using quinoa,spherical_quasi,MBC,Bacillus subtilis,20.8,40.1,1.0,110.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Limosilactobacillus fermentum,non-pathogenic,p,6.0,12.0,8.0,33.5,1,0.7887718461297402,Escherichia coli,0.6973625328235259,0.09140931330621427,6.148537782902939,4.981527507865386
40,Chemical synthesis using halloysite nanotubes,spindle,MFC,Bacillus subtilis,26.5,60.0,1.0,2000.0,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bifidobacterium animalis subsp. lactis,non-pathogenic,p,6.0,120.0,16.0,33.5,1,0.0914818946197711,Escherichia coli,0.0005181844561150768,0.09096371016365602,1.2344738498970973,1.0011938759071939
41,Green synthesis using Streptomyces chiangmaiensis,oval,MIC,Bacillus subtilis,9.87,17.3,0.0,60.0,30.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Streptococcus sp.,non-pathogenic,p,6.0,48.0,16.0,33.5,2,-0.11470060798898277,Escherichia coli,-0.19603442292314124,0.08133381493415848,0.7678906720166342,0.6367450494064658
