,NP_Synthesis,shape,method,Bacteria,NP size_min (nm),NP size_max (nm),MDR,MIC_NP (μg/ml),time (hr),Superkingdom,Phylum,Class,Order,Family,Genus,Species,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C ",biosafety_level,pred_MIC_norm,pathogenic_bacteria,pred_MIC_pathogen,Fitness,pred_norm_MIC_original,pred_path_MIC_original
0,Green synthesis using Candida glabrata,flat,MFC,Bacillus subtilis,7.0,111.2,1.0,75.0,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Veillonella dispar,non-pathogenic,p,6.0,24.0,80.0,33.5,3,0.9316543838223513,Escherichia coli,0.6076739571343076,0.3239804266880437,8.543865123721044,4.052042176319399
1,Green synthesis using fungal filtrate,rectangular,MBC,Bacillus subtilis,8.0,347.2,1.0,0.84,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Pseudomonas aeruginosa,non-pathogenic,p,6.0,7.0,80.0,33.5,2,0.8436408398351212,Escherichia coli,0.5258752513971944,0.3177655884379268,6.976552067873282,3.356411893853753
2,Green synthesis using Amycolatopsis tucumanensis,spherical_pseudo,MIC,Bacillus subtilis,8.0,181.8,1.0,1000.0,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Salmonella enterica subsp. enterica serovar Kiambu,non-pathogenic,p,6.0,24.0,24.0,33.5,3,0.8780290545663958,Escherichia coli,0.5618779591862938,0.316151095380102,7.55142745486996,3.6465146205329533
3,Green synthesis using Crossopteryx febrifuga,square,MBC,Bacillus subtilis,6.1,245.1,1.0,39.4,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Streptococcus mutans,non-pathogenic,p,6.0,96.0,18.0,33.5,3,0.9457217143619694,Escherichia coli,0.6369770515429525,0.3087446628190169,8.825142249479516,4.33487971941901
4,Green synthesis using Carya illinoinensis,ellipsoidal,MBC,Bacillus subtilis,5.7,298.9,1.0,0.4,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Proteus vulgaris,non-pathogenic,p,6.0,3.0,18.0,33.5,3,0.9294219744093606,Escherichia coli,0.6211065918346962,0.3083153825746644,8.500059669187873,4.179329301679697
5,Green synthesis using Kalmia angustifolia,flat,MFC,Bacillus subtilis,15.0,195.1,1.0,3.15,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Brevibacillus brevis,non-pathogenic,p,6.0,2.0,48.0,33.5,1,1.1076644360612071,Escherichia coli,0.8073646980585922,0.3002997380026149,12.813401539915954,6.41748257391974
6,Green synthesis using Jatropha integerrima,rectangular,MFC,Bacillus subtilis,9.26,93.2,1.0,1.1,2.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Pichia kudriavzevii,non-pathogenic,p,6.0,2.0,48.0,33.5,3,0.9654474718876767,Escherichia coli,0.6691876500761909,0.2962598218114858,9.235224812060396,4.668610581918411
7,Green synthesis using Agrimonia eupatoria,square,MBC,Bacillus subtilis,31.3,195.1,1.0,2000.0,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Brevibacillus brevis,non-pathogenic,p,6.0,18.0,48.0,33.5,2,1.0197791226001711,Escherichia coli,0.7280315753242982,0.29174754727587293,10.465961253847963,5.346032262426691
8,Green synthesis using Origanum ehrenbergii,spherical_quasi,MBC,Bacillus subtilis,9.0,100.0,1.0,18.5,2.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Penicillium italicum,non-pathogenic,p,6.0,96.0,6.0,33.5,1,0.8723256533904516,Escherichia coli,0.5840221701889368,0.2883034832015149,7.4529061660804246,3.8372683376617926
9,Green synthesis using Saussurea costus,spherical_quasi,MBC,Bacillus subtilis,9.42,118.4,1.0,312.5,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Pseudomonas paraeruginosa,non-pathogenic,p,6.0,72.0,72.0,33.5,1,1.1949075902093809,Escherichia coli,0.9092853161100526,0.2856222740993283,15.664177300776261,8.114940056232532
10,Green synthesis using Kalmia angustifolia,spherical,MBC,Bacillus subtilis,9.87,118.4,1.0,12.0,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Penicillium italicum,non-pathogenic,p,6.0,12.0,72.0,33.5,2,1.189985110682601,Escherichia coli,0.9066870157923478,0.28329809489025315,15.48763520317197,8.0665348751901
11,Green synthesis using orange peel,spherical,MBC,Bacillus subtilis,9.0,245.1,1.0,48.0,30.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Penicillium italicum,non-pathogenic,p,6.0,9.0,24.0,33.5,1,0.8467437450763686,Escherichia coli,0.5709312154066202,0.27581252966974845,7.026575952941606,3.7233273064055625
12,Green synthesis using quinoa,tubular,MFC,Bacillus subtilis,9.87,245.1,1.0,4.5,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Pichia kudriavzevii,non-pathogenic,p,6.0,5.0,18.0,33.5,2,1.1438372056958621,Escherichia coli,0.8692476051655358,0.2745896005303263,13.926346791337126,7.400270678929972
13,Green synthesis using Origanum ehrenbergii,hexagonal,MIC,Bacillus subtilis,9.26,60.0,1.0,5.1,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Priestia megaterium,non-pathogenic,p,6.0,18.0,8.0,33.5,2,0.9167237788315958,Escherichia coli,0.6436617412274841,0.27306203760411174,8.255127376942886,4.402118623070218
14,Green synthesis using Carya illinoinensis,spherical_quasi,MFC,Bacillus subtilis,40.0,298.9,1.0,312.5,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Candida dubliniensis,non-pathogenic,p,6.0,36.0,16.0,33.5,1,0.9821804649346488,Escherichia coli,0.7115379353133742,0.27064252962127466,9.597993797317823,5.146807620479386
15,Green synthesis using Phyllanthus emblica,flat,MIC,Bacillus subtilis,5.7,347.2,1.0,3.12,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Aspergillus penicillioides,non-pathogenic,p,6.0,168.0,84.0,33.5,3,0.9177715890553885,Escherichia coli,0.6479729235118046,0.2697986655435839,8.275068339115382,4.44603547388653
16,Green synthesis using  Astragalus sarcocolla,tubular,MIC,Bacillus subtilis,56.2,195.1,1.0,12.5,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Salmonella enterica subsp. enterica serovar Enteritidis,non-pathogenic,p,6.0,5.0,120.0,33.5,2,0.931654445848651,Escherichia coli,0.662207717970243,0.26944672787840795,8.543866343963066,4.594176944060059
17,Green synthesis using Pisum sativum L.,spherical_pseudo,MBC,Bacillus subtilis,130.54,118.4,1.0,31.0,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Salmonella enterica,non-pathogenic,p,6.0,36.0,80.0,33.5,2,0.9885834579501396,Escherichia coli,0.7198430217368753,0.26874043621326427,9.74054950541225,5.246177998238675
18,Green synthesis using diatoms biomass,hexagonal,MBC,Bacillus subtilis,12.0,181.8,1.0,0.25,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Salmonella enterica subsp. enterica serovar Typhimurium,non-pathogenic,p,6.0,7.0,12.0,33.5,1,1.066848192377264,Escherichia coli,0.7995996391706554,0.26724855320660856,11.66401830070473,6.3037595508754105
19,Green synthesis using Lignosus rhinocerotis,ellipsoidal,MIC,Bacillus subtilis,7.0,347.2,1.0,5.5,30.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Veillonella dispar,non-pathogenic,p,6.0,24.0,80.0,33.5,2,0.853070990281794,Escherichia coli,0.587100947767789,0.265970042514005,7.12969563437093,3.86456794951346
20,Green synthesis using Cupriavidus necator,spherical_pseudo,MFC,Bacillus subtilis,7.7,500.0,1.0,0.4,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Aspergillus niger,non-pathogenic,p,6.0,120.0,80.0,33.5,3,0.8300884517097531,Escherichia coli,0.5643124339848857,0.26577601772486736,6.762206856041664,3.667012868242827
21,Green synthesis using Gloeophyllum striatum,cubic,MIC,Bacillus subtilis,24.9,93.2,1.0,64.1,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Salmonella enterica subsp. enterica serovar Infantis,non-pathogenic,p,6.0,10.0,24.0,33.5,1,0.9685121610157734,Escherichia coli,0.7029799019667744,0.265532259048999,9.30062557790543,5.0463794367518
22,Green synthesis using Sambucus ebulus,spherical,MIC,Bacillus subtilis,16.4,60.0,1.0,0.066,48.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Citrobacter braakii,non-pathogenic,p,6.0,2.0,168.0,33.5,2,1.0375359086502796,Escherichia coli,0.7727576371094181,0.2647782715408614,10.902746355339486,5.925945282852063
23,Green synthesis using Pelargonium sidoides,spherical,MFC,Bacillus subtilis,148.98,245.1,1.0,155.0,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Mucor piriformis,non-pathogenic,p,6.0,12.0,16.0,33.5,3,0.9383080357800657,Escherichia coli,0.6750434298297757,0.26326460595029,8.67577011385101,4.731985768689796
24,Green synthesis using  Bacillus megaterium,hexagonal,MBC,Bacillus subtilis,6.0,60.0,1.0,27.0,30.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Lactobacillus acidophilus,non-pathogenic,p,6.0,3.0,6.0,33.5,2,0.8271377826185898,Escherichia coli,0.5642884362875095,0.26284934633108037,6.716419016885789,3.666810246663448
25,Green synthesis using Medicago sativa,spherical,MBC,Bacillus subtilis,9.26,93.2,1.0,2.5,30.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Serratia marcescens,non-pathogenic,p,6.0,18.0,4.0,33.5,1,1.0036739995658683,Escherichia coli,0.74177544709936,0.2618985524665083,10.084955809844564,5.517920602316904
26,Green synthesis using Salvia tebesana Bunge,ellipsoidal,MBC,Bacillus subtilis,9.26,67.9,1.0,9.0,18.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Erwinia amylovora,non-pathogenic,p,6.0,21.0,72.0,33.5,3,0.9297737395645556,Escherichia coli,0.6718293177526099,0.25794442181194566,8.506947244725549,4.697094716188538
27,Green synthesis using Acacia nilotica,square,MIC,Bacillus subtilis,42.9,181.8,1.0,40.0,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Pichia kudriavzevii,non-pathogenic,p,6.0,60.0,48.0,33.5,3,0.9325637255399402,Escherichia coli,0.6752384560042299,0.2573252695357102,8.561773323815208,4.734111212054921
28,Green synthesis using Erwinia amylovora,spindle,MIC,Bacillus subtilis,40.0,3.38,1.0,120.0,48.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Enterococcus faecalis,non-pathogenic,p,6.0,6.0,336.0,33.5,3,-0.2367911977040827,Escherichia coli,-0.434548143493403,0.1977569457893203,0.5797073440634017,0.36766463384350595
29,Green synthesis using Ixora brachypoda,cubic,MFC,Bacillus subtilis,20.0,70.0,1.0,0.125,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Streptococcus gordonii,non-pathogenic,p,6.0,60.0,24.0,33.5,2,0.9300656258798672,Escherichia coli,0.7435228551851344,0.1865427706947328,8.512666626851049,5.540166988589859
30,Green synthesis using Spirogyra varians,spindle,MFC,Bacillus subtilis,20.8,77.01,1.0,1.88,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Verticillium dahliae,non-pathogenic,p,6.0,2.0,24.0,33.5,3,0.9329022818280528,Escherichia coli,0.757901540993015,0.1750007408350378,8.568450296320426,5.726661869782076
31,Green synthesis using Apple,oval,MFC,Bacillus subtilis,177.1,77.01,1.0,39.4,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Carbapenem-resistant Enterobacteriaceae,non-pathogenic,p,6.0,72.0,120.0,33.5,2,0.9503241056544348,Escherichia coli,0.778226466987458,0.1720976386669768,8.91916309886261,6.001039245776389
32,Green synthesis using Salvia tebesana Bunge,flat,MFC,Bacillus subtilis,20.8,7.99,1.0,156.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Klebsiella aerogenes,non-pathogenic,p,6.0,9.0,8.0,33.5,2,-0.2537743868884753,Escherichia coli,-0.41737537169342703,0.16360098480495172,0.5574752784418644,0.3824940011738562
33,Green synthesis using Petroselinum crispum,tubular,MFC,Bacillus subtilis,31.3,195.1,0.0,0.004,2.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Pseudomonas sp.,non-pathogenic,p,6.0,2.0,336.0,33.5,2,0.025104863677051035,Escherichia coli,-0.13380546119127287,0.1589103248683239,1.05950952085621,0.7348429615883985
34,Green synthesis using onion peel,rectangular,MIC,Bacillus subtilis,9.0,32.09,1.0,10.563,30.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Enterococcus sp.,non-pathogenic,p,6.0,60.0,18.0,33.5,1,0.35584547080871404,Escherichia coli,0.19823705310508444,0.1576084177036296,2.269057339933477,1.5784726201177721
35,Green synthesis using Acacia cyanophylla,tubular,MBC,Bacillus subtilis,9.7,29.0,1.0,27.0,18.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Streptococcus gordonii,non-pathogenic,p,6.0,21.0,84.0,33.5,3,0.5373867933038093,Escherichia coli,0.3821840523889188,0.15520274091489056,3.4465675385847376,2.410926954103475
36,Green synthesis using Arthrospira platensis,hexagonal,MBC,Bacillus subtilis,5.07,34.0,1.0,15.625,48.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Staphylococcus epidermidis,non-pathogenic,p,6.0,21.0,18.0,33.5,2,0.5420518223663873,Escherichia coli,0.3875535981134052,0.1544982242529821,3.483788830083723,2.4409202937204935
37,Green synthesis using onion peel,rectangular,MFC,Bacillus subtilis,23.0,93.2,1.0,0.78,48.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Carbapenem-resistant Enterobacteriaceae,non-pathogenic,p,6.0,9.0,12.0,33.5,1,1.0326250190284316,Escherichia coli,0.8878327485154686,0.14479227051296306,10.780155340775943,7.723830747675933
38,Chemical synthesis usnig dodecyl-dimethyl-ammonium chloride,spindle,MBC,Bacillus subtilis,14.36,20.0,1.0,0.425,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pumilus,non-pathogenic,p,6.0,18.0,4.0,33.5,3,-0.1760994200293792,Escherichia coli,-0.28589557376921737,0.10979615373983817,0.6666541392267832,0.517731305623705
39,Green synthesis using Crossopteryx febrifuga,flat,MFC,Bacillus subtilis,106.3,42.9,1.0,85.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Mucor piriformis,non-pathogenic,p,6.0,10.0,16.0,33.5,3,0.8361236821681534,Escherichia coli,0.7440097812153611,0.09211390095279226,6.856834735657257,5.546382044236326
40,Chemical synthesis usnig dimethyl-octadecyl-ammonium chloride,ellipsoidal,MIC,Bacillus subtilis,148.98,24.8,1.0,150.0,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Chromobacterium violaceum,non-pathogenic,p,6.0,2.0,48.0,33.5,1,-0.11632765297546468,Escherichia coli,-0.20752181732714645,0.09119416435168176,0.7650192212576244,0.6201234901911921
41,Green synthesis using Jatropha integerrima,ellipsoidal,MBC,Bacillus subtilis,5.7,26.48,0.0,39.0,48.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Proteus mirabilis,non-pathogenic,p,6.0,48.0,6.0,33.5,3,0.00826908097933864,Escherichia coli,-0.05981056865794765,0.06807964963728629,1.0192226843422554,0.8713435712732965
