,generations,mean,max
0,1,-0.15803943634033202,0.5629634857177734
1,2,-0.14322143671463947,0.5771293640136719
2,3,-0.020690581377814796,1.0280075073242188
3,4,0.10421453203473773,1.0280075073242188
4,5,0.06848601500193278,1.0280075073242188
5,6,0.06114516538732192,1.0892868041992188
6,7,0.13698638916015626,1.0892868041992188
7,8,0.11636159934249579,1.159646987915039
8,9,0.22680348041010837,1.1627368927001953
9,10,0.21475285899882413,1.1627368927001953
10,11,0.21278954487220914,1.1627368927001953
11,12,0.22639012804218367,1.1627368927001953
12,13,0.23510457020179898,1.1627368927001953
13,14,0.26815372467041015,1.1627368927001953
14,15,0.26653214996936275,1.1627368927001953
15,16,0.2716607074348294,1.173727035522461
16,17,0.30615230401357013,1.354339599609375
17,18,0.3209964503412661,1.354339599609375
18,19,0.2541671915257231,1.3564949035644531
19,20,0.29328060150146484,1.3564949035644531
20,21,0.3882075134588748,1.3564949035644531
21,22,0.3280178232395903,1.3564949035644531
22,23,0.4119153583751005,1.3564949035644531
23,24,0.3600129691921935,1.3564949035644531
24,25,0.3822486114501953,1.3564949035644531
25,26,0.46135878095439836,1.3564949035644531
26,27,0.5218449687957764,1.3580436706542969
27,28,0.4616853863585229,1.3580436706542969
28,29,0.5394152940488329,1.3580436706542969
29,30,0.48209960787904027,1.3666629791259766
30,31,0.5303848864985448,1.3666629791259766
31,32,0.5110092817568311,1.3666629791259766
32,33,0.4992859784294577,1.3666629791259766
33,34,0.4828379761938955,1.3666648864746094
34,35,0.530149871227788,1.3666648864746094
35,36,0.5077592812332452,1.3666648864746094
36,37,0.4741514430326574,1.3666648864746094
37,38,0.4819803611904967,1.3666648864746094
38,39,0.5076390075683593,1.3666648864746094
39,40,0.4352810668945313,1.3666648864746094
40,41,0.46253471748501646,1.3666648864746094
41,42,0.49425234514124256,1.3666648864746094
42,43,0.529457597171559,1.371668815612793
43,44,0.4803359603881836,1.371668815612793
44,45,0.46868656158447264,1.371668815612793
45,46,0.45084961722878847,1.371668815612793
46,47,0.47560910617603974,1.371668815612793
47,48,0.4964163724113913,1.371668815612793
48,49,0.4804317062976314,1.371668815612793
49,50,0.5049226985258215,1.371668815612793
50,51,0.4763046432943905,1.371668815612793
51,52,0.47868738174438474,1.371668815612793
52,53,0.4595121682858935,1.371668815612793
53,54,0.4944472219429764,1.371668815612793
54,55,0.5205596662035176,1.371668815612793
55,56,0.4927263446882659,1.371668815612793
56,57,0.5727686601526597,1.371668815612793
57,58,0.5348230997721354,1.371668815612793
58,59,0.5497204369189692,1.371668815612793
59,60,0.5428501203948376,1.371668815612793
60,61,0.5564796410354913,1.371668815612793
61,62,0.6466119523141899,1.371668815612793
62,63,0.5280554060842476,1.371668815612793
63,64,0.5393415069580079,1.371668815612793
64,65,0.6040113579993155,1.371668815612793
65,66,0.5903660643334482,1.371668815612793
66,67,0.527632007598877,1.371668815612793
67,68,0.5753320432176777,1.371668815612793
68,69,0.5693753092896705,1.371668815612793
69,70,0.5523656209309896,1.371668815612793
70,71,0.6022066228529986,1.371668815612793
71,72,0.5514437918569527,1.371668815612793
72,73,0.509973077213063,1.371668815612793
73,74,0.5592512429929247,1.371668815612793
74,75,0.5622171701169482,1.371668815612793
75,76,0.6252010195863014,1.371668815612793
76,77,0.6244413025525152,1.371668815612793
77,78,0.579488099790087,1.371668815612793
78,79,0.5615170516219794,1.371668815612793
79,80,0.5873167374554802,1.371668815612793
80,81,0.5575385561176375,1.371668815612793
81,82,0.5739741231880936,1.371668815612793
82,83,0.5445724936092601,1.371668815612793
83,84,0.5803923232882631,1.371668815612793
84,85,0.5861566206988167,1.3721752166748047
85,86,0.5904127195769665,1.372176170349121
86,87,0.5679265938553155,1.372176170349121
87,88,0.5560519368040795,1.372176170349121
88,89,0.5529318697312299,1.372176170349121
89,90,0.6381266021728516,1.372176170349121
90,91,0.485846860068185,1.372176170349121
91,92,0.5489651736091165,1.372176170349121
92,93,0.546054391299977,1.372176170349121
93,94,0.5673416923074162,1.372176170349121
94,95,0.5518061693976907,1.372176170349121
95,96,0.5188834433462105,1.372176170349121
96,97,0.5208802503698012,1.372176170349121
97,98,0.5763975966210458,1.372176170349121
98,99,0.5645252583073634,1.372176170349121
99,100,0.5824701118469239,1.372176170349121
