,NP_Synthesis,shape,method,Bacteria,NP size_min (nm),NP size_max (nm),MDR,MIC_NP (μg/ml),time (hr),Superkingdom,Phylum,Class,Order,Family,Genus,Species,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C ",biosafety_level,pred_MIC_norm,pathogenic_bacteria,pred_MIC_pathogen,Fitness,pred_norm_MIC_original,pred_path_MIC_original
0,Green synthesis using Rumex hastatus,hexagonal,MBC,Bacillus subtilis,9.26,67.9,1.0,5.0,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Lactobacillus acidophilus,non-pathogenic,p,6.0,21.0,16.0,33.5,2,0.920459145322881,Escherichia coli,0.6504680513033152,0.2699910940195658,8.326435943768457,4.471652550488784
1,Green synthesis using Bacillus subtilis,spherical_pseudo,MBC,Bacillus subtilis,60.0,347.2,1.0,3.12,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Veillonella dispar,non-pathogenic,p,6.0,24.0,16.0,33.5,1,0.9056019830735984,Escherichia coli,0.6422051672188642,0.2633968158547342,8.046406758782108,4.387379151881363
2,Green synthesis using Syzygium aromaticum (clove),ellipsoidal,MBC,Bacillus subtilis,10.0,245.1,1.0,27.5,2.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Erwinia amylovora,non-pathogenic,p,6.0,3.0,16.0,33.5,1,1.0328906091897567,Escherichia coli,0.7725885719768295,0.2603020372129272,10.786749895739469,5.923638839218888
3,Green synthesis using  Lactobacillus paracasei,spherical_quasi,MIC,Bacillus subtilis,20.8,118.4,1.0,78.0,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Micrococcus luteus,non-pathogenic,p,6.0,21.0,168.0,33.5,3,0.9762536165892125,Escherichia coli,0.7197294271253641,0.25652418946384836,9.467899004323272,5.244805980757073
4,Green synthesis using orange peel,oval,MFC,Bacillus subtilis,23.0,298.9,1.0,7.25,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Stenotrophomonas maltophilia,non-pathogenic,p,6.0,72.0,6.0,33.5,3,0.9281937056846632,Escherichia coli,0.6795769079965392,0.24861679768812395,8.47605382034975,4.781640353851879
5,Green synthesis using orange peel,flat,MFC,Bacillus subtilis,6.1,87.03,1.0,62.0,48.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Streptococcus pyogenes,non-pathogenic,p,6.0,4.0,72.0,33.5,1,0.882379129263441,Escherichia coli,0.6360478889953323,0.2463312402681087,7.6274457824153306,4.325615263102589
6,Green synthesis using Desmodium triquetrum,spherical,MFC,Bacillus subtilis,8.0,245.1,1.0,5.65,24.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Proteus mirabilis,non-pathogenic,p,6.0,120.0,5.0,33.5,1,0.8623755303950135,Escherichia coli,0.6160510330083272,0.24632449738668627,7.284093811131053,4.130960411634937
7,"Chemical synthesis, purchased from Nanocomposix",flat,MFC,Bacillus subtilis,16.78,7.6,1.0,3.1,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Salmonella enterica subsp. salamae serovar Sofia,non-pathogenic,p,6.0,8.0,48.0,33.5,3,-0.22335061935822367,Escherichia coli,-0.46602613683976124,0.24267551748153757,0.5979286738490245,0.341958862024419
8,Green synthesis using Saussurea costus,cubic,MIC,Bacillus subtilis,50.0,100.0,1.0,1.1,2.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Shigella flexneri,non-pathogenic,p,6.0,168.0,24.0,33.5,1,0.9259815424793693,Escherichia coli,0.6837794785376009,0.24220206394176835,8.432989167886966,4.828135818091731
9,Green synthesis using Candida glabrata,spindle,MFC,Bacillus subtilis,9.7,8.3,1.0,6.1,48.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Escherichia coli,non-pathogenic,p,6.0,12.0,4.0,33.5,1,-0.08036077324570731,Escherichia coli,-0.3146378898305252,0.2342771165848179,0.8310731026202083,0.48457623375613734
10,Green synthesis using Rumex nervosus leaves,flat,MFC,Bacillus subtilis,48.0,67.9,1.0,0.16,12.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Pichia kudriavzevii,non-pathogenic,p,6.0,21.0,84.0,33.5,3,0.967524541263097,Escherichia coli,0.7364164137436817,0.23110812751941523,9.279499255617909,5.450249876495261
11,Green synthesis using Desmodium triquetrum,spindle,MIC,Bacillus subtilis,18.36,347.2,1.0,0.027,5.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Serratia marcescens,non-pathogenic,p,6.0,36.0,6.0,33.5,3,0.9309519084563616,Escherichia coli,0.7004103499386538,0.23054155851770775,8.530056513163574,5.01661012022593
12,Green synthesis using orange peel,spherical_pseudo,MFC,Bacillus subtilis,18.99,176.83,1.0,15.1,2.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Pseudomonas mediterranea,non-pathogenic,p,6.0,120.0,24.0,33.5,3,0.9023887658983275,Escherichia coli,0.6753901556869776,0.22699861021134993,7.987093452500368,4.735765132703713
13,Green synthesis using macroalgal biomass of Codium sp.,spherical_quasi,MBC,Bacillus subtilis,7.7,245.1,1.0,3.0,12.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Erwinia amylovora,non-pathogenic,p,6.0,120.0,18.0,33.5,1,0.8883389361530786,Escherichia coli,0.6653388899342079,0.2230000462188707,7.732838430592662,4.627419687131325
14,Green synthesis using Saussurea costus,square,MFC,Bacillus subtilis,6.0,118.4,1.0,2.0,12.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Candida albicans,non-pathogenic,p,6.0,96.0,5.0,33.5,1,1.1260492423408428,Escherichia coli,0.9125772055692536,0.2134720367715892,13.367470745933515,8.176683838891885
15,Green synthesis using Crossopteryx febrifuga,flat,MFC,Bacillus subtilis,9.26,77.01,1.0,1.0,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Carbapenem-resistant Enterobacteriaceae,non-pathogenic,p,6.0,48.0,16.0,33.5,3,1.0355418830342868,Escherichia coli,0.8256621352998934,0.20987974773439344,10.852802081958533,6.693636671603301
16,Green synthesis using quinoa,spherical_pseudo,MIC,Bacillus subtilis,13.9,60.0,1.0,6.25,4.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Penicillium chrysogenum,non-pathogenic,p,6.0,18.0,8.0,33.5,1,1.0500580210832409,Escherichia coli,0.8439414441322896,0.2061165769509513,11.221683642771541,6.981382678405591
17,Green synthesis using Jatropha integerrima,spherical,MFC,Bacillus subtilis,16.4,350.0,1.0,22.5,18.0,Prokaryota,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Shigella flexneri,non-pathogenic,p,6.0,9.0,80.0,33.5,3,1.0196595524412362,Escherichia coli,0.8141234910932151,0.20553606134802105,10.46308015715397,6.518137101263367
