,generations,mean,max
0,1,0.08502756134431057,0.24861679768812395
1,2,0.08711407269890095,0.24861679768812395
2,3,0.11771418332438599,0.24861679768812395
3,4,0.12889100333960088,0.2603020372129272
4,5,0.15402868892122412,0.2699910940195658
5,6,0.15374133033956974,0.2699910940195658
6,7,0.14698540909654598,0.2699910940195658
7,8,0.1725591051649293,0.2699910940195658
8,9,0.16265885995428087,0.2699910940195658
9,10,0.16629317750534453,0.2699910940195658
10,11,0.16112007711714724,0.2832508943448683
11,12,0.17970145137945231,0.3119463415138264
12,13,0.18477860339697155,0.3119463415138264
13,14,0.1722193682963292,0.3119463415138264
14,15,0.16700349095523292,0.3119463415138264
15,16,0.17694606707774124,0.3119463415138264
16,17,0.18143896472575255,0.3119463415138264
17,18,0.17127340735387456,0.3119463415138264
18,19,0.17390475079761003,0.3119463415138264
19,20,0.17883924812466975,0.3119463415138264
20,21,0.1682164427449892,0.3119463415138264
21,22,0.17923888156730833,0.3119463415138264
22,23,0.17558839829616404,0.3119463415138264
23,24,0.1971772183213619,0.3119463415138264
24,25,0.18349043607575283,0.3119463415138264
25,26,0.18489004904624035,0.3119463415138264
26,27,0.17992326296973976,0.3119463415138264
27,28,0.17298249577136598,0.3119463415138264
28,29,0.19184445802909247,0.3119463415138264
29,30,0.18552706362486734,0.3119463415138264
30,31,0.17873864762933847,0.3119463415138264
31,32,0.19443739094911047,0.3119463415138264
32,33,0.18382367030446306,0.3119463415138264
33,34,0.18322148862844814,0.3119463415138264
34,35,0.187883995086154,0.3119463415138264
35,36,0.17669247333654717,0.3119463415138264
36,37,0.18338707345631877,0.3119463415138264
37,38,0.1795800485285125,0.3119463415138264
38,39,0.18812553868428344,0.3119463415138264
39,40,0.1833098113507262,0.3119463415138264
40,41,0.17401296514084333,0.3119463415138264
41,42,0.18745004641460442,0.3119463415138264
42,43,0.19262959608280844,0.3119463415138264
43,44,0.17806319251931121,0.3119463415138264
44,45,0.18603830250788123,0.3119463415138264
45,46,0.1670567943866915,0.3119463415138264
46,47,0.1912925451838893,0.3119463415138264
47,48,0.17967284460735794,0.3119463415138264
48,49,0.18897793246112543,0.3119463415138264
49,50,0.1779355867967333,0.3119463415138264
50,51,0.18152036843905384,0.3119463415138264
51,52,0.17560373743237065,0.3119463415138264
52,53,0.18601321024649858,0.3119463415138264
53,54,0.18921396307832225,0.3119463415138264
54,55,0.177177366320319,0.3119463415138264
55,56,0.18100535201563395,0.3119463415138264
56,57,0.20043696566093647,0.3119463415138264
57,58,0.19208021987141577,0.3119463415138264
58,59,0.18590712362928574,0.3119463415138264
59,60,0.18882466857096347,0.3119463415138264
60,61,0.18808401350456458,0.3119463415138264
61,62,0.18198263350732585,0.3119463415138264
62,63,0.18653486171924302,0.3119463415138264
63,64,0.18571490371145483,0.3119463415138264
64,65,0.18920233454623406,0.3119463415138264
65,66,0.19343322667724053,0.3119463415138264
66,67,0.19070771345656737,0.3119463415138264
67,68,0.18005756177301313,0.3119463415138264
68,69,0.18957971871905294,0.3119463415138264
69,70,0.2029811884849957,0.3119463415138264
70,71,0.18732319640658054,0.3119463415138264
71,72,0.19907629126431048,0.31533224722987885
72,73,0.1730812927256718,0.31533224722987885
73,74,0.1888451380362056,0.31533224722987885
74,75,0.1882350409467865,0.31533224722987885
75,76,0.1790024774732456,0.31533224722987885
76,77,0.1862662405102099,0.31533224722987885
77,78,0.19544365225178215,0.31533224722987885
78,79,0.1950452300408392,0.31533224722987885
79,80,0.1961700559989206,0.32083765261794783
80,81,0.1937243309342431,0.32083765261794783
81,82,0.19163475827851537,0.32083765261794783
82,83,0.1725300949555441,0.32083765261794783
83,84,0.17791196012750646,0.32083765261794783
84,85,0.19037968588624515,0.32083765261794783
85,86,0.18069687828660116,0.32083765261794783
86,87,0.19188268952589244,0.32083765261794783
87,88,0.19141237130623348,0.32083765261794783
88,89,0.19123251326158133,0.32083765261794783
89,90,0.19785581865038046,0.32083765261794783
90,91,0.18394867106229423,0.32083765261794783
91,92,0.19753496904815673,0.32083765261794783
92,93,0.18402706010666056,0.32083765261794783
93,94,0.1884056655915022,0.32083765261794783
94,95,0.18392635630086204,0.32083765261794783
95,96,0.17936350604703497,0.32083765261794783
96,97,0.19029800349867595,0.32083765261794783
97,98,0.19189891830660066,0.32083765261794783
98,99,0.19476474271088315,0.32083765261794783
99,100,0.18849693880364457,0.32083765261794783
