,Unnamed: 0.1,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),"min_Incub_period, h","growth_temp, C",biosafety_level,Genus,Species,pred_ZOI_norm,pathogenic_bacteria,pred_ZOI_pathogen,Fitness
17,1346,green_synthesis using Dioscorea bulbifera tuber extract ,semi-spherical,ZOI,Bacillus subtilis,48.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,6000.0,9.0,42.0,0.16,30.0,2.0,Aspergillus,Bacillus cereus,16.525072,Escherichia coli,17.18719,0.6621170043945312
43,133,green_synthesis using Cissus vitiginea,clusters,ZOI,Bacillus subtilis,72.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Fungi,non-pathogenic,p,soil,1024.0,10.0,42.0,0.16,30.0,2.0,Candida,Klebsiella aerogenes,18.187973,Escherichia coli,18.715546,0.5275726318359375
11,849,chemical_synthesis by hydrolsis,polygonal ,well_diffusion,Bacillus subtilis,12.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Fungi,non-pathogenic,p,soil,4000.0,51.9,25.8,0.16,30.0,3.0,Escherichia,Klebsiella aerogenes,19.484026,Escherichia coli,19.775984,0.2919578552246094
47,503,chemical_synthesis purchased from sigma aldrich,cube,ZOI,Bacillus subtilis,20.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Eukaryota,non-pathogenic,p,soil,15000.0,43.75,34.0,0.16,30.0,1.0,Listeria,micrococcus lotus,18.601244,Escherichia coli,18.87276,0.2715167999267578
23,881,gamma irradiation,nanoplates,ZOI,Bacillus subtilis,21.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Fungi,non-pathogenic,p,soil,200.0,10.0,74.0,0.16,30.0,1.0,Sphingomonas,Enterococcus faecium,13.709887,Escherichia coli,13.956649,0.24676227569580078
25,1224,green_synthesis using Momordica charantia,pseudo-spherical,disc_diffusion,Bacillus subtilis,4.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,125.0,2.26,92.0,0.16,30.0,1.0,Aeromonas,Bacillus cereus,12.940658,Escherichia coli,13.164797,0.22413921356201172
12,647,green_synthesis from fungus  Aspergillus flavus,globular,well_diffusion,Bacillus subtilis,21.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Eukaryota,non-pathogenic,p,soil,50.0,51.3,79.0,0.16,30.0,1.0,Paracidovorax,Proteus sp. (in: enterobacteria),9.939769,Escherichia coli,10.1161785,0.17640972137451172
40,658,green_synthesis from fungus,quasi-hexagonal,ZOI,Bacillus subtilis,48.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Fungi,non-pathogenic,p,soil,170.0,41.9,68.7,0.16,30.0,3.0,Paracidovorax,Serratia odorifera,12.526404,Escherichia coli,12.6935425,0.16713809967041016
3,456,chemical_synthesis using iron oleate complex,triangular,ZOI,Bacillus subtilis,72.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Fungi,non-pathogenic,p,soil,250.0,28.0,70.0,0.16,30.0,3.0,Micrococcus,Klebsiella oxytoca,14.232016,Escherichia coli,14.263304,0.03128814697265625
39,577,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,cubic,disc_diffusion,Bacillus subtilis,12.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Eukaryota,non-pathogenic,p,soil,3.0,51.3,51.3,0.16,30.0,1.0,Listeria,Proteus sp. (in: enterobacteria),8.289592,Escherichia coli,8.31724,0.027647972106933594
