,generations,mean,max
0,1,-0.056106548309326175,0.9201622009277344
1,2,-0.03868751136624083,0.9201622009277344
2,3,-0.0002435609406115962,1.0753192901611328
3,4,0.09828887266271255,1.3292102813720703
4,5,0.0882786464691162,1.3292102813720703
5,6,0.1611015748004524,1.3292102813720703
6,7,0.16704868783756177,1.3292102813720703
7,8,0.15436640907736385,1.3292102813720703
8,9,0.18117137983733533,1.3292102813720703
9,10,0.23942134894576728,1.3292102813720703
10,11,0.2278715991973877,1.3292102813720703
11,12,0.394499236462163,1.3379383087158203
12,13,0.38895355224609374,1.3379383087158203
13,14,0.36703842163085937,1.3379383087158203
14,15,0.3968342612771427,1.3379383087158203
15,16,0.3885997416926365,1.3379383087158203
16,17,0.3764633197410434,1.3379383087158203
17,18,0.45042041703766467,1.3379383087158203
18,19,0.394009272257487,1.3379383087158203
19,20,0.4472678034913306,1.3379383087158203
20,21,0.45885297363879635,1.346745491027832
21,22,0.4486400508880615,1.346745491027832
22,23,0.46008871115890204,1.346745491027832
23,24,0.4431758581423292,1.346745491027832
24,25,0.4419980236128265,1.361485481262207
25,26,0.4829636929081936,1.361485481262207
26,27,0.5301708707622453,1.361485481262207
27,28,0.488833932315602,1.361485481262207
28,29,0.515352118249033,1.361485481262207
29,30,0.4644569322174671,1.361485481262207
30,31,0.5124797821044922,1.361485481262207
31,32,0.4660084574830298,1.361485481262207
32,33,0.5150460822909486,1.361485481262207
33,34,0.4559762057136087,1.361485481262207
34,35,0.4645489524392521,1.361485481262207
35,36,0.5040971531587488,1.361485481262207
36,37,0.5016056135589001,1.361485481262207
37,38,0.5268804699766869,1.361485481262207
38,39,0.5106303458120308,1.361485481262207
39,40,0.47761140150182385,1.361485481262207
40,41,0.5262847881691128,1.361485481262207
41,42,0.505678279727113,1.361485481262207
42,43,0.5040877099130668,1.361485481262207
43,44,0.5128540151259479,1.361485481262207
44,45,0.5145990895290001,1.3707332611083984
45,46,0.49781840324401855,1.3707332611083984
46,47,0.5966468698838178,1.3707332611083984
47,48,0.5422656208861107,1.3707332611083984
48,49,0.561520211836871,1.3707332611083984
49,50,0.5812430662267348,1.3707332611083984
50,51,0.5352940278894761,1.3707332611083984
51,52,0.5394577886544022,1.3707332611083984
52,53,0.5206144744274663,1.3707332611083984
53,54,0.5058774106642779,1.3707332611083984
54,55,0.5206381292904124,1.3707332611083984
55,56,0.5514768028259277,1.3707332611083984
56,57,0.5451597881317138,1.3707332611083984
57,58,0.49428601358451096,1.3707332611083984
58,59,0.5679105870863971,1.3707332611083984
59,60,0.5174822339824602,1.3707332611083984
60,61,0.5181372399423637,1.3707332611083984
61,62,0.4678219065946691,1.3707332611083984
62,63,0.5235112637889628,1.3707332611083984
63,64,0.49377628401214,1.3707332611083984
64,65,0.5562890815734863,1.3707332611083984
65,66,0.493451623916626,1.3707332611083984
66,67,0.5400728337904986,1.3707332611083984
67,68,0.5239691827811447,1.3707332611083984
68,69,0.508542958427878,1.3707332611083984
69,70,0.6303759182200712,1.3707332611083984
70,71,0.521661683624866,1.3707332611083984
71,72,0.5398143226025152,1.3707332611083984
72,73,0.5865591460583257,1.3707332611083984
73,74,0.5929489509732115,1.3707332611083984
74,75,0.5540045943914675,1.3707332611083984
75,76,0.5619896346447515,1.3707332611083984
76,77,0.502606522803213,1.3707332611083984
77,78,0.5310431368210736,1.3707332611083984
78,79,0.5333568161609126,1.3707332611083984
79,80,0.5241676031374464,1.3707332611083984
80,81,0.621423740012973,1.3707332611083984
81,82,0.558073829202091,1.3707332611083984
82,83,0.501883347829183,1.3707332611083984
83,84,0.5318817437863818,1.3707332611083984
84,85,0.5436081138311648,1.3707332611083984
85,86,0.5631962663987103,1.3707332611083984
86,87,0.5469836253745883,1.3707332611083984
87,88,0.5397608233433143,1.3707332611083984
88,89,0.5595362513673072,1.3707332611083984
89,90,0.5610119408252192,1.3707332611083984
90,91,0.5239634326860017,1.3707332611083984
91,92,0.6236653982424268,1.3707332611083984
92,93,0.5029030594171262,1.3707332611083984
93,94,0.5289461659450158,1.3707332611083984
94,95,0.5585185967239679,1.3707332611083984
95,96,0.5614317538691502,1.3707332611083984
96,97,0.5522636993258607,1.3707332611083984
97,98,0.6033611106872558,1.3707332611083984
98,99,0.5935158823050705,1.3707332611083984
99,100,0.6366434097290039,1.3707332611083984
